,Player,Nation,Pos,Squad,Born,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Score,Gk_Score
10,Dele Alli,ENG,MF,Tottenham,1996.0,14.0,8.0,10.0,3.0,1.0,5.0,17.0,29.4,12.0,22.0,5.0,17.0,6.0,20.0,16.0,0.0,7.0,0.96,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,11.0,2.0,5.0,6.0,8.0,1.0,0.0,0.0,40.0,7.0,11.0,38.9,177.0,228.0,77.6,2353.0,563.0,105.0,124.0,84.7,45.0,53.0,84.9,10.0,20.0,50.0,0.0,0.3,0.4,-0.3,2.0,14.0,4.0,1.0,18.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,0.0,339.0,24.0,74.0,188.0,82.0,14.0,338.0,27.0,12.0,44.4,15.0,55.6,184.0,923.0,358.0,8.0,8.0,0.0,13.0,19.0,203.0,22.0,1.0,3.0,2.0,66.7,0.41,0.27,0.0,0.0,21.4,0.0,1.0,1.0,1.6,0.8,0.26,-0.6,-0.8,,0
11,Dele Alli,ENG,MF|FW,Everton,1996.0,7.0,2.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,7.0,2.0,5.0,6.0,13.0,10.0,0.0,13.0,3.46,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,7.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,24.0,9.0,8.0,52.9,114.0,157.0,72.6,1696.0,434.0,63.0,81.0,77.8,34.0,45.0,75.6,9.0,12.0,75.0,0.0,0.4,0.4,-0.4,7.0,10.0,3.0,1.0,13.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,0.0,,,,,0.0,225.0,13.0,50.0,107.0,71.0,13.0,225.0,14.0,5.0,35.7,9.0,64.3,108.0,708.0,290.0,7.0,8.0,3.0,15.0,6.0,132.0,21.0,0.0,3.0,0.0,0.0,0.8,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,,0
12,Miguel Almirón,PAR,MF|FW,Newcastle Utd,1994.0,47.0,29.0,23.0,17.0,7.0,11.0,44.0,25.0,33.0,14.0,1.0,13.0,20.0,67.0,13.0,0.0,49.0,2.57,36.0,0.0,3.0,8.0,2.0,0.0,4.0,0.21,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,25.0,9.0,20.0,20.0,29.0,0.0,0.0,0.0,96.0,5.0,14.0,26.3,402.0,511.0,78.7,5720.0,1254.0,229.0,264.0,86.7,118.0,149.0,79.2,23.0,38.0,60.5,0.0,0.9,0.6,-0.9,16.0,26.0,5.0,0.0,46.0,32.0,2853.0,89.0,83.4,31.7,32.0,89.0,30.0,0.0,0.0,2.0,2.38,80.0,22.0,58.0,1.83,0.24,74.1,30.0,44.1,1.39,-0.32,728.0,22.0,135.0,302.0,307.0,43.0,728.0,39.0,26.0,66.7,13.0,33.3,446.0,2959.0,1319.0,44.0,21.0,12.0,44.0,24.0,471.0,85.0,1.0,32.0,7.0,21.9,1.68,0.37,0.03,0.14,19.6,0.0,0.0,0.0,1.7,1.7,0.05,-0.7,-0.7,,0
13,Marcos Alonso,ESP,DF,Chelsea,1990.0,41.0,29.0,20.0,12.0,9.0,17.0,36.0,47.2,19.0,29.0,5.0,24.0,43.0,84.0,53.0,0.0,93.0,3.86,66.0,16.0,3.0,6.0,2.0,0.0,10.0,0.42,7.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,25.0,28.0,3.0,149.0,43.0,29.0,0.0,1.0,0.0,139.0,40.0,28.0,58.8,1142.0,1486.0,76.9,17781.0,5763.0,624.0,709.0,88.0,387.0,478.0,81.0,84.0,194.0,43.3,4.0,4.5,3.4,-0.5,43.0,67.0,34.0,15.0,93.0,36.0,3240.0,90.0,94.7,36.0,36.0,90.0,36.0,0.0,0.0,0.0,2.44,87.0,24.0,63.0,1.75,-0.75,84.1,32.1,52.0,1.44,-0.02,1791.0,72.0,451.0,626.0,730.0,69.0,1791.0,35.0,15.0,42.9,20.0,57.1,882.0,4325.0,2172.0,51.0,32.0,10.0,43.0,25.0,1037.0,192.0,4.0,43.0,10.0,23.3,1.79,0.42,0.09,0.4,18.7,9.0,0.0,0.0,2.8,2.8,0.07,1.2,1.2,,0
14,Steven Alzate,COL,MF,Brighton,1998.0,10.0,4.0,4.0,5.0,1.0,4.0,7.0,57.1,3.0,2.0,1.0,1.0,10.0,20.0,10.0,0.0,6.0,1.34,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,39.0,4.0,8.0,33.3,204.0,233.0,87.6,3213.0,865.0,105.0,116.0,90.5,72.0,78.0,92.3,17.0,24.0,70.8,0.0,0.2,0.2,-0.2,2.0,18.0,1.0,0.0,21.0,28.0,2183.0,78.0,63.8,24.3,25.0,85.0,17.0,3.0,23.0,5.0,1.14,26.0,38.0,-12.0,-0.49,0.31,27.5,32.8,-5.4,-0.22,0.42,292.0,14.0,79.0,165.0,50.0,3.0,292.0,8.0,6.0,75.0,2.0,25.0,148.0,650.0,330.0,3.0,7.0,1.0,8.0,3.0,177.0,6.0,0.0,1.0,1.0,100.0,0.22,0.22,0.0,0.0,16.1,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,,0
15,Daniel Amartey,GHA,DF,Leicester City,1994.0,26.0,13.0,19.0,7.0,0.0,19.0,29.0,65.5,10.0,30.0,22.0,8.0,21.0,47.0,93.0,4.0,18.0,0.76,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,8.0,1.0,0.0,21.0,13.0,0.0,0.0,0.0,145.0,33.0,37.0,47.1,1399.0,1546.0,90.5,25246.0,8400.0,508.0,550.0,92.4,769.0,810.0,94.9,103.0,140.0,73.6,0.0,0.2,0.4,-0.2,4.0,71.0,1.0,0.0,62.0,10.0,657.0,66.0,19.2,7.3,8.0,80.0,5.0,2.0,11.0,9.0,1.4,6.0,13.0,-7.0,-0.96,-2.13,8.6,11.2,-2.6,-0.35,-1.15,1752.0,246.0,872.0,832.0,52.0,6.0,1752.0,7.0,6.0,85.7,1.0,14.3,1133.0,5040.0,2786.0,14.0,12.0,1.0,7.0,1.0,1278.0,0.0,0.0,2.0,1.0,50.0,0.08,0.04,0.0,0.0,34.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0
16,Joachim Andersen,DEN,DF,Crystal Palace,1996.0,30.0,23.0,21.0,9.0,0.0,16.0,27.0,59.3,11.0,29.0,19.0,10.0,37.0,67.0,125.0,3.0,33.0,1.02,30.0,1.0,0.0,1.0,0.0,1.0,4.0,0.12,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,19.0,8.0,1.0,8.0,37.0,23.0,0.0,0.0,1.0,152.0,56.0,48.0,53.8,1911.0,2351.0,81.3,44144.0,15836.0,410.0,480.0,85.4,1138.0,1224.0,93.0,349.0,604.0,57.8,3.0,1.7,1.9,1.3,20.0,151.0,11.0,2.0,100.0,11.0,338.0,31.0,9.9,3.8,1.0,66.0,0.0,10.0,27.0,7.0,0.91,7.0,10.0,-3.0,-0.8,-0.21,3.7,8.5,-4.7,-1.26,-0.98,2614.0,425.0,1538.0,1005.0,80.0,32.0,2614.0,9.0,7.0,77.8,2.0,22.2,1604.0,8191.0,4478.0,14.0,5.0,2.0,8.0,8.0,1865.0,4.0,0.0,8.0,3.0,37.5,0.25,0.09,0.0,0.0,15.3,1.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7,,0
17,Michail Antonio,JAM,FW,West Ham,1990.0,23.0,17.0,5.0,9.0,9.0,7.0,18.0,38.9,11.0,19.0,1.0,18.0,3.0,26.0,13.0,0.0,97.0,2.94,65.0,1.0,11.0,11.0,9.0,0.0,17.0,0.51,10.0,0.0,1.0,4.0,2.0,0.0,8.0,1.0,1.0,50.0,52.0,13.0,63.0,3.0,17.0,0.0,0.0,0.0,90.0,79.0,112.0,41.4,438.0,702.0,62.4,6545.0,1294.0,252.0,324.0,77.8,121.0,192.0,63.0,37.0,63.0,58.7,8.0,6.0,5.0,2.0,45.0,24.0,27.0,12.0,46.0,30.0,1716.0,57.0,50.2,19.1,19.0,78.0,5.0,11.0,21.0,6.0,1.2,16.0,32.0,-16.0,-0.84,-0.73,16.6,30.6,-14.0,-0.73,-0.47,1095.0,17.0,59.0,398.0,663.0,159.0,1094.0,93.0,50.0,53.8,43.0,46.2,681.0,4270.0,1921.0,77.0,46.0,35.0,136.0,72.0,885.0,246.0,10.0,82.0,27.0,32.9,2.48,0.82,0.12,0.37,14.9,0.0,0.0,1.0,10.8,10.2,0.12,-0.8,-0.2,,0
18,Cameron Archer,ENG,FW|MF,Aston Villa,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,4.0,4.0,100.0,62.0,29.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2167.0,77.0,63.4,24.1,25.0,83.0,16.0,3.0,28.0,6.0,1.64,42.0,22.0,20.0,0.83,-0.82,37.0,21.2,15.9,0.66,-0.36,11.0,0.0,1.0,3.0,7.0,1.0,11.0,1.0,0.0,0.0,1.0,100.0,7.0,44.0,10.0,0.0,1.0,0.0,1.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,3.33,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0
19,Alphonse Areola,FRA,GK,West Ham,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,40.0,52.5,785.0,656.0,2.0,2.0,100.0,8.0,8.0,100.0,11.0,30.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,404.0,45.0,11.8,4.5,5.0,69.0,1.0,4.0,15.0,18.0,1.11,3.0,7.0,-4.0,-0.89,-0.95,3.5,7.0,-3.5,-0.78,-0.98,42.0,40.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,41.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
20,Adam Armstrong,ENG,FW,Southampton,1997.0,10.0,4.0,2.0,2.0,6.0,0.0,6.0,0.0,6.0,13.0,1.0,12.0,3.0,13.0,6.0,0.0,36.0,2.29,22.0,0.0,5.0,6.0,3.0,0.0,3.0,0.19,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,6.0,2.0,18.0,3.0,4.0,1.0,0.0,0.0,36.0,13.0,23.0,36.1,229.0,324.0,70.7,3453.0,610.0,111.0,142.0,78.2,93.0,126.0,73.8,12.0,22.0,54.5,2.0,1.6,1.4,0.4,13.0,11.0,13.0,0.0,30.0,28.0,2123.0,76.0,62.1,23.6,23.0,88.0,22.0,5.0,20.0,6.0,1.5,35.0,40.0,-5.0,-0.21,-0.77,26.0,36.3,-10.3,-0.44,-0.35,493.0,9.0,40.0,184.0,275.0,75.0,493.0,42.0,16.0,38.1,26.0,61.9,287.0,1882.0,768.0,39.0,24.0,22.0,45.0,13.0,335.0,105.0,2.0,47.0,14.0,29.8,2.99,0.89,0.04,0.14,17.2,0.0,0.0,0.0,4.5,4.5,0.1,-2.5,-2.5,,0
21,Stuart Armstrong,SCO,MF,Southampton,1992.0,27.0,19.0,15.0,6.0,6.0,9.0,23.0,39.1,14.0,10.0,1.0,9.0,8.0,35.0,15.0,0.0,54.0,3.3,42.0,2.0,2.0,3.0,4.0,1.0,3.0,0.18,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,20.0,1.0,35.0,8.0,19.0,1.0,0.0,0.0,94.0,3.0,11.0,21.4,590.0,744.0,79.3,8618.0,2144.0,321.0,386.0,83.2,217.0,250.0,86.8,25.0,42.0,59.5,0.0,1.5,1.4,-1.5,25.0,46.0,23.0,4.0,83.0,34.0,2916.0,86.0,85.3,32.4,32.0,90.0,31.0,2.0,22.0,0.0,1.32,44.0,37.0,7.0,0.22,0.75,40.4,35.8,4.6,0.14,-0.04,946.0,22.0,124.0,408.0,428.0,41.0,946.0,54.0,27.0,50.0,27.0,50.0,595.0,4052.0,1934.0,63.0,50.0,12.0,40.0,27.0,661.0,78.0,2.0,38.0,9.0,23.7,2.32,0.55,0.05,0.22,20.5,0.0,0.0,0.0,2.5,2.5,0.07,-0.5,-0.5,,0
22,Kepa Arrizabalaga,ESP,GK,Chelsea,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,115.0,138.0,83.3,2398.0,1340.0,36.0,36.0,100.0,55.0,55.0,100.0,21.0,44.0,47.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,,,,,0.0,146.0,125.0,146.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,101.0,389.0,218.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
23,Harrison Ashby,SCO,DF,West Ham,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,110.0,8.0,5.0,5.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,0.0,9.0,1.0,3.0,1.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
24,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,1989.0,11.0,5.0,6.0,4.0,1.0,3.0,10.0,30.0,7.0,12.0,1.0,11.0,0.0,11.0,4.0,0.0,22.0,1.91,14.0,0.0,2.0,4.0,2.0,0.0,3.0,0.26,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,15.0,8.0,10.0,11.0,0.0,5.0,0.0,0.0,0.0,22.0,25.0,28.0,47.2,137.0,208.0,65.9,1801.0,404.0,90.0,115.0,78.3,37.0,64.0,57.8,4.0,9.0,44.4,1.0,1.0,0.9,0.0,9.0,6.0,8.0,0.0,26.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,0.0,,,,,0.0,319.0,2.0,33.0,117.0,171.0,50.0,317.0,7.0,2.0,28.6,5.0,71.4,142.0,779.0,456.0,21.0,9.0,10.0,16.0,4.0,220.0,47.0,4.0,33.0,16.0,48.5,2.86,1.39,0.12,0.25,15.0,0.0,0.0,2.0,5.9,4.2,0.13,-1.9,-0.2,,0
25,Jordan Ayew,GHA,FW,Crystal Palace,1991.0,47.0,30.0,20.0,20.0,7.0,17.0,31.0,54.8,14.0,33.0,3.0,30.0,15.0,62.0,15.0,0.0,61.0,2.72,41.0,1.0,2.0,3.0,13.0,1.0,6.0,0.27,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,38.0,66.0,2.0,74.0,15.0,30.0,1.0,0.0,0.0,132.0,32.0,58.0,35.6,576.0,754.0,76.4,7894.0,1509.0,346.0,389.0,88.9,180.0,228.0,78.9,17.0,54.0,31.5,3.0,2.8,2.9,0.2,23.0,31.0,16.0,6.0,51.0,36.0,2971.0,83.0,86.9,33.0,34.0,85.0,23.0,2.0,33.0,1.0,1.56,55.0,43.0,12.0,0.36,0.96,45.8,43.7,2.1,0.06,0.91,1087.0,15.0,149.0,514.0,450.0,67.0,1087.0,71.0,34.0,47.9,37.0,52.1,696.0,4590.0,2316.0,98.0,49.0,24.0,84.0,77.0,779.0,151.0,3.0,35.0,8.0,22.9,1.56,0.36,0.09,0.38,16.8,1.0,0.0,0.0,3.1,3.1,0.09,-0.1,-0.1,,0
26,Luke Ayling,ENG,DF,Leeds United,1991.0,74.0,42.0,46.0,23.0,5.0,51.0,97.0,52.6,46.0,46.0,25.0,21.0,28.0,102.0,52.0,1.0,33.0,1.31,24.0,1.0,0.0,7.0,0.0,1.0,5.0,0.2,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,22.0,19.0,2.0,31.0,28.0,42.0,0.0,1.0,0.0,187.0,34.0,50.0,40.5,1224.0,1592.0,76.9,22964.0,10551.0,535.0,606.0,88.3,517.0,619.0,83.5,154.0,294.0,52.4,2.0,1.8,1.0,0.2,12.0,98.0,11.0,4.0,135.0,3.0,27.0,9.0,0.8,0.3,0.0,0.0,0.0,3.0,9.0,9.0,1.0,1.0,0.0,1.0,3.33,3.41,0.2,0.8,-0.6,-2.11,-2.0,1884.0,178.0,905.0,758.0,244.0,35.0,1884.0,37.0,23.0,62.2,14.0,37.8,1002.0,5566.0,3583.0,45.0,23.0,2.0,42.0,10.0,1147.0,51.0,2.0,19.0,3.0,15.8,0.75,0.12,0.11,0.67,13.0,0.0,0.0,0.0,1.2,1.2,0.07,0.8,0.8,,0
27,César Azpilicueta,ESP,DF,Chelsea,1989.0,51.0,28.0,18.0,27.0,6.0,16.0,35.0,45.7,19.0,32.0,9.0,23.0,23.0,74.0,65.0,1.0,48.0,2.09,43.0,0.0,2.0,3.0,0.0,0.0,8.0,0.35,6.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,25.0,5.0,2.0,47.0,23.0,28.0,0.0,1.0,0.0,110.0,46.0,29.0,61.3,1486.0,1787.0,83.2,22185.0,8377.0,809.0,904.0,89.5,565.0,643.0,87.9,65.0,139.0,46.8,2.0,1.8,2.3,0.2,17.0,104.0,19.0,2.0,138.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,0.0,37.0,0.0,0.0,1.0,-1.0,-1.0,-1.27,0.3,1.9,-1.6,-1.59,-1.58,2017.0,112.0,616.0,932.0,480.0,53.0,2017.0,19.0,15.0,78.9,4.0,21.1,1098.0,4607.0,2789.0,49.0,33.0,7.0,21.0,10.0,1420.0,132.0,1.0,11.0,4.0,36.4,0.48,0.17,0.09,0.25,14.7,0.0,0.0,0.0,0.9,0.9,0.08,0.1,0.1,,0
28,Daniel Bachmann,AUT,GK,Watford,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,100.0,216.0,364.0,59.3,7080.0,5483.0,19.0,19.0,100.0,104.0,109.0,95.4,93.0,234.0,39.7,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,23.0,1413.0,61.0,41.3,15.7,17.0,80.0,10.0,6.0,10.0,14.0,0.87,12.0,31.0,-19.0,-1.21,-0.99,16.6,28.9,-12.3,-0.78,-0.65,401.0,325.0,399.0,2.0,0.0,0.0,401.0,1.0,1.0,100.0,0.0,0.0,214.0,1241.0,835.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
29,Leon Bailey,JAM,FW|MF,Aston Villa,1997.0,17.0,11.0,6.0,8.0,3.0,6.0,13.0,46.2,7.0,10.0,1.0,9.0,1.0,18.0,2.0,0.0,20.0,2.37,15.0,0.0,1.0,2.0,2.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,11.0,4.0,33.0,1.0,11.0,0.0,0.0,0.0,38.0,10.0,16.0,38.5,150.0,226.0,66.4,2354.0,518.0,76.0,95.0,80.0,47.0,66.0,71.2,15.0,36.0,41.7,2.0,0.8,1.1,1.2,7.0,6.0,9.0,1.0,24.0,25.0,1473.0,59.0,43.1,16.4,15.0,84.0,8.0,10.0,21.0,2.0,1.32,17.0,30.0,-13.0,-0.79,-0.29,19.1,29.4,-10.2,-0.62,-0.39,348.0,3.0,29.0,119.0,206.0,35.0,348.0,29.0,13.0,44.8,16.0,55.2,232.0,1679.0,693.0,34.0,14.0,10.0,33.0,24.0,244.0,61.0,1.0,21.0,8.0,38.1,2.48,0.95,0.05,0.13,19.4,4.0,0.0,0.0,1.5,1.5,0.07,-0.5,-0.5,,0
30,Eric Bailly,CIV,DF,Manchester Utd,1994.0,5.0,4.0,4.0,0.0,1.0,3.0,4.0,75.0,1.0,4.0,2.0,2.0,3.0,8.0,11.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,10.0,6.0,2.0,75.0,68.0,85.0,80.0,1229.0,484.0,28.0,31.0,90.3,36.0,40.0,90.0,4.0,13.0,30.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,0.0,34.0,1.75,6.0,2.0,4.0,1.0,-0.15,4.4,2.7,1.7,0.42,-0.42,114.0,25.0,73.0,38.0,3.0,0.0,114.0,1.0,0.0,0.0,1.0,100.0,55.0,340.0,155.0,1.0,0.0,0.0,3.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
31,Folarin Balogun,USA,FW,Arsenal,2001.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0,4.0,9.0,44.4,46.0,7.0,3.0,4.0,75.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.2,0.1,0.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,1.0,-1.0,-12.86,-13.12,0.1,0.1,0.0,-0.43,-0.38,22.0,1.0,2.0,7.0,13.0,6.0,22.0,2.0,0.0,0.0,2.0,100.0,8.0,22.0,8.0,0.0,0.0,0.0,4.0,0.0,14.0,4.0,0.0,3.0,0.0,0.0,3.86,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,,0
