,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
480,Nuno Tavares,POR,DF,Arsenal,2000,13.1,21,14,10,7,4,8,18,10,15,5,10,9,30,33,1,27,2.07,19,0,4,1,2,1,3,0.23,2,0,0,1,0,0,2,0,0,23,13,1,40,9,14,0,1,0,68,23,22,581,727,79.9,8861,2473,324,357,220,260,25,59,1,1.1,1.0,-0.1,10,37,10,5,42,902,51,278,346,291,39,902,36,18,18,510,3094,1682,47,29,12,29,13,560,91,1,23,2,1.76,0.15,0.04,0.5,19.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,2
482,Nathan Tella,NGA,MF|FW,Southampton,1999,8.9,13,9,5,7,1,6,17,11,13,0,13,6,19,9,0,23,2.57,13,0,2,2,6,0,4,0.45,3,0,0,0,1,0,2,0,0,17,22,3,12,6,9,0,0,0,54,6,18,103,177,58.2,1445,383,61,81,31,55,4,13,1,0.6,0.3,0.4,7,11,4,3,17,324,8,60,126,150,20,324,26,10,16,194,1473,671,22,22,4,40,24,183,44,0,12,5,1.34,0.56,0.0,0.0,21.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,2
485,Dominic Thompson,ENG,DF,Brentford,2000,1.6,1,0,1,0,0,0,1,1,2,2,0,2,3,3,0,1,0.62,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,5,1,2,21,41,51.2,297,81,13,18,8,13,0,8,0,0.0,0.0,0.0,0,0,0,0,0,57,8,31,15,12,2,57,2,0,2,25,96,37,0,0,0,2,0,29,3,0,1,0,0.62,0.0,0.0,0.0,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2
489,James Tomkins,ENG,DF,Crystal Palace,1989,6.1,8,3,6,2,0,6,8,2,8,8,0,4,12,18,0,3,0.49,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,7,2,0,0,4,3,0,0,0,33,10,5,277,320,86.6,6021,1857,58,68,177,188,40,61,0,0.2,0.1,-0.2,2,5,0,0,8,373,78,260,104,9,8,373,1,1,0,211,797,313,1,0,0,2,0,249,1,1,4,2,0.66,0.33,0.25,0.5,13.7,0,0,0,0.5,0.5,0.12,0.5,0.5,2
491,Ferrán Torres,ESP,FW,Manchester City,2000,3.4,2,2,0,1,1,0,3,3,2,0,2,0,2,1,0,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,0,0,0,1,1,1,4,0,2,0,0,0,6,4,1,54,74,73.0,711,64,32,39,15,20,2,3,1,0.0,0.2,1.0,1,0,1,0,4,100,0,7,27,66,24,100,6,4,2,57,246,90,5,1,3,4,2,77,26,2,13,4,3.86,1.19,0.15,0.5,14.2,0,0,0,2.8,2.8,0.21,-0.8,-0.8,2
492,Cenk Tosun,TUR,MF,Everton,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,100.0,22,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,2,0,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
494,Adama Traoré,ESP,FW|MF,Wolves,1996,11.9,8,3,6,0,2,3,7,4,4,1,3,2,10,1,0,60,5.06,32,0,20,2,4,2,2,0.17,1,0,0,0,1,0,0,0,0,10,26,9,39,2,3,0,0,0,49,15,16,242,339,71.4,3655,663,126,158,79,109,21,31,0,1.4,1.4,-1.4,18,15,12,6,29,474,3,47,189,265,51,474,102,83,19,341,3864,2076,84,42,25,46,29,397,85,1,23,5,1.94,0.42,0.04,0.2,19.7,0,0,0,3.0,3.0,0.13,-2.0,-2.0,2
495,Bertrand Traoré,BFA,MF|FW,Aston Villa,1995,2.4,3,3,0,1,2,1,2,1,0,0,0,0,3,1,0,11,4.5,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0,0,0,0,0,4,2,5,0,3,1,0,0,11,4,4,61,84,72.6,923,210,34,41,24,32,2,5,0,0.0,0.1,0.0,0,5,5,0,12,125,1,6,58,63,14,125,19,10,9,92,768,271,12,4,6,12,2,94,13,0,8,1,3.27,0.41,0.0,0.0,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2
496,Trézéguet,EGY,FW,Aston Villa,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.18,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100.0,98,10,4,4,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,1,10,0,0,3,7,1,10,1,1,0,9,60,19,0,0,0,2,0,9,4,0,1,0,8.18,0.0,0.0,0.0,22.0,0,0,0,0.0,0.0,0.05,0.0,0.0,2
497,Francisco Trincão,POR,FW|MF,Wolves,1999,14.8,28,15,9,13,6,3,19,16,17,1,16,12,40,1,1,44,2.97,28,4,9,0,2,1,2,0.13,2,0,0,0,0,0,0,0,0,13,22,1,33,12,15,0,0,0,73,6,16,356,463,76.9,5329,1095,201,230,104,127,30,55,1,1.6,1.6,-0.6,14,29,11,3,40,676,2,64,309,316,46,676,86,44,42,396,2896,1504,56,27,16,45,18,470,93,2,32,13,2.16,0.88,0.06,0.15,18.6,1,0,0,3.7,3.7,0.12,-1.7,-1.7,2
498,Kieran Trippier,ENG,DF,Newcastle Utd,1990,4.8,17,10,8,8,1,10,16,6,10,3,7,10,27,10,0,11,2.31,2,9,0,0,0,0,1,0.21,1,0,0,0,0,0,0,0,0,3,3,0,28,10,10,0,0,0,31,10,5,189,284,66.5,3454,1758,93,112,59,87,33,69,0,0.3,0.5,-0.3,7,15,5,0,17,339,22,109,155,79,0,339,3,1,2,106,317,169,2,3,1,1,1,129,8,2,2,2,0.42,0.42,1.0,1.0,24.5,2,0,0,0.2,0.2,0.11,1.8,1.8,2
499,William Troost-Ekong,NGA,DF,Watford,1993,15.4,18,9,11,6,1,10,15,5,24,14,10,7,25,82,1,6,0.39,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,3,0,0,13,2,1,0,7,9,0,1,0,74,24,23,466,604,77.2,10969,4190,95,112,275,316,96,165,0,0.1,0.1,-0.1,1,27,0,0,30,749,146,470,266,17,7,749,2,1,1,414,2060,1341,7,0,0,5,0,433,3,0,2,0,0.13,0.0,0.0,0.0,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2
501,Kostas Tsimikas,GRE,DF,Liverpool,1996,9.7,27,12,12,8,7,12,16,4,6,2,4,10,37,22,2,42,4.31,26,13,1,2,0,0,3,0.31,2,1,0,0,0,0,3,0,0,20,6,0,116,10,12,0,0,0,62,12,11,508,705,72.1,8423,2744,249,278,219,288,36,98,2,2.7,1.9,-0.7,25,34,16,7,47,809,39,170,313,332,32,809,20,8,12,430,2581,1422,48,22,7,8,5,485,109,0,8,2,0.82,0.21,0.0,0.0,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,2
502,Axel Tuanzebe,ENG,DF,Aston Villa,1997,5.6,5,3,3,2,0,2,5,3,5,4,1,5,10,12,1,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,3,0,1,5,3,0,0,0,29,13,12,207,241,85.9,3996,1437,66,73,111,123,25,39,0,0.0,0.0,0.0,0,4,0,0,6,280,42,157,117,8,6,280,0,0,0,177,747,423,1,0,0,3,0,181,0,0,2,1,0.35,0.18,0.0,0.0,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2
503,Ozan Tufan,TUR,MF,Watford,1995,3.7,3,2,1,1,1,1,5,4,2,0,2,2,5,4,0,6,1.62,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,9,0,0,7,2,2,0,0,0,13,3,9,85,122,69.7,1332,409,42,53,34,47,4,8,0,0.3,0.1,-0.3,4,13,2,0,16,155,4,22,87,47,9,155,6,3,3,70,422,136,2,3,1,5,3,90,13,0,3,0,0.81,0.0,0.0,0.0,18.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,2
504,Christos Tzolis,GRE,FW|MF,Norwich City,2002,3.7,5,3,3,1,1,2,9,7,3,0,3,1,6,1,0,12,3.22,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,2,7,1,3,0,0,0,13,3,11,75,104,72.1,1152,287,41,51,26,31,5,15,0,0.7,0.6,-0.7,8,1,3,0,13,140,4,25,43,73,18,140,2,0,2,90,426,213,8,7,4,10,4,100,31,0,6,2,1.61,0.54,0.0,0.0,18.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,2
505,Yan Valery,TUN,DF,Southampton,1999,4.1,8,6,4,3,1,4,9,5,6,3,3,6,14,19,1,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,6,0,0,0,27,11,9,108,155,69.7,1705,502,48,56,52,70,3,17,0,0.1,0.1,-0.1,1,13,1,1,10,213,19,81,104,28,0,213,5,1,4,106,562,234,3,4,0,1,2,95,4,0,2,0,0.49,0.0,0.0,0.0,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,2
508,Jamie Vardy,ENG,FW,Leicester City,1987,20.1,6,5,0,4,2,1,7,6,9,0,9,1,7,17,0,39,1.94,29,0,4,3,2,1,6,0.3,2,0,2,1,1,0,2,0,0,13,12,19,12,1,5,0,0,1,25,24,50,184,265,69.4,2679,550,86,121,69,88,8,13,2,1.4,1.0,0.6,18,9,15,2,28,409,18,26,152,234,104,409,22,9,13,200,1392,748,37,17,25,25,8,273,112,15,54,25,2.69,1.25,0.28,0.6,12.4,0,0,0,10.8,10.8,0.2,4.2,4.2,2
510,Jannik Vestergaard,DEN,DF,Leicester City,1992,6.3,15,10,12,3,0,8,15,7,10,8,2,7,22,36,0,3,0.48,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,4,1,0,0,7,10,0,1,0,32,13,10,335,377,88.9,6618,2247,118,129,171,182,42,59,0,0.0,0.1,0.0,1,14,1,0,19,457,93,255,192,10,5,457,4,4,0,273,1189,563,2,3,0,4,0,308,0,0,1,0,0.16,0.0,0.0,0.0,4.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,2
511,Nikola Vlašić,CRO,FW|MF,West Ham,1997,6.2,11,7,4,6,1,5,20,15,4,0,4,2,13,1,0,22,3.54,17,0,2,1,2,0,0,0.0,0,0,0,0,0,0,0,0,0,8,16,3,15,2,7,0,0,0,30,5,7,165,218,75.7,2200,370,106,122,44,57,7,16,0,0.6,0.6,-0.6,9,6,3,1,14,277,1,31,126,126,22,277,18,9,9,179,1223,538,21,12,10,12,9,209,48,1,7,3,1.13,0.48,0.14,0.33,18.5,0,0,0,1.3,1.3,0.19,-0.3,-0.3,2
512,Matěj Vydra,CZE,FW,Burnley,1992,7.5,12,7,3,4,5,3,7,4,5,1,4,0,12,9,0,14,1.86,13,0,0,0,1,0,3,0.4,3,0,0,0,0,0,1,0,0,9,8,5,2,0,7,0,0,0,14,18,50,75,107,70.1,789,190,52,70,10,16,1,2,3,0.7,0.6,2.3,6,1,2,0,7,208,9,22,64,124,36,208,13,6,7,119,452,132,2,4,2,30,9,140,43,2,19,7,2.52,0.93,0.11,0.29,15.1,0,0,0,2.9,2.9,0.15,-0.9,-0.9,2
513,Theo Walcott,ENG,MF|FW,Southampton,1989,4.2,4,2,2,0,2,1,5,4,3,0,3,5,9,2,0,5,1.19,5,0,0,0,0,0,1,0.24,1,0,0,0,0,0,0,0,0,1,6,2,5,5,2,0,0,0,12,4,4,59,87,67.8,759,128,36,43,15,27,3,4,0,0.0,0.1,0.0,1,2,1,0,5,125,3,26,41,60,18,125,3,1,2,71,371,109,3,2,3,10,1,86,19,0,6,0,1.42,0.0,0.0,0.0,16.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6,2
517,Danny Ward,WAL,GK,Leicester City,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,33,90.9,646,380,6,6,20,20,4,7,0,0.0,0.0,0.0,0,0,0,0,0,37,33,37,0,0,0,37,0,0,0,24,82,56,0,0,0,0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
522,Wout Weghorst,NED,FW,Burnley,1992,16.1,17,9,3,9,5,6,19,13,16,5,11,6,23,13,0,41,2.55,26,0,4,6,4,1,5,0.31,4,0,1,0,0,0,3,0,0,30,18,9,4,6,9,0,0,0,65,55,79,276,434,63.6,2956,740,184,260,45,71,7,11,3,1.5,1.3,1.5,14,17,7,1,26,626,20,67,305,257,58,626,23,13,10,291,1089,310,7,9,3,40,29,414,81,2,30,7,1.86,0.43,0.07,0.29,14.0,0,0,0,4.8,4.8,0.16,-2.8,-2.8,2
523,Danny Welbeck,ENG,FW|MF,Brighton,1990,16.4,14,7,2,8,4,3,10,7,18,2,16,5,19,18,0,38,2.32,28,0,0,5,5,0,3,0.18,1,0,0,1,1,0,0,0,0,17,13,4,1,5,7,1,0,0,29,47,51,213,277,76.9,2412,411,144,173,43,56,4,6,2,1.2,0.7,0.8,18,10,9,0,23,471,20,34,146,293,71,471,21,10,11,277,1341,514,22,12,8,51,22,358,105,6,43,21,2.62,1.28,0.14,0.29,12.8,0,0,0,6.6,6.6,0.16,-0.6,-0.6,2
524,Timo Werner,GER,FW|MF,Chelsea,1996,14.3,8,4,3,3,2,2,20,18,9,0,9,2,10,4,0,30,2.1,23,0,2,5,0,0,5,0.35,4,0,0,1,0,0,1,0,0,11,12,11,23,2,4,0,0,0,37,6,16,297,402,73.9,3577,478,197,230,69,92,8,16,1,0.3,0.8,0.7,8,9,9,1,18,550,2,31,170,357,110,550,33,10,23,323,2246,1009,46,17,29,34,19,442,144,4,45,16,3.16,1.12,0.09,0.25,13.3,0,0,0,6.8,6.8,0.15,-2.8,-2.8,2
528,Neco Williams,WAL,DF,Liverpool,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22.5,1,0,1,0,0,0,2,22.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,100.0,143,16,5,5,4,4,0,0,1,0.7,0.5,0.3,1,0,0,0,0,10,0,1,5,4,1,10,1,1,0,7,39,29,1,0,1,0,0,9,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
530,Callum Wilson,ENG,FW,Newcastle Utd,1992,15.4,9,8,1,5,3,1,4,3,7,2,5,3,12,10,0,25,1.62,17,1,1,1,3,2,0,0.0,0,0,0,0,0,0,4,0,0,27,22,17,3,3,8,0,0,0,28,29,50,107,159,67.3,1319,286,63,84,26,40,3,5,0,0.5,0.6,-0.5,10,6,3,1,9,320,12,29,125,169,69,318,21,10,11,192,829,309,14,9,15,59,27,243,52,8,33,12,2.14,0.78,0.18,0.5,14.2,0,2,2,6.2,4.6,0.14,1.8,1.4,2
531,Harry Winks,ENG,MF,Tottenham,1996,10.1,15,10,4,9,2,8,21,13,14,3,11,16,31,10,2,29,2.86,22,3,1,1,2,0,4,0.39,4,0,0,0,0,0,2,0,0,11,13,0,26,16,10,0,0,0,47,4,4,585,683,85.7,9806,3088,248,272,258,286,50,80,1,1.5,1.9,-0.5,11,79,13,3,73,768,21,162,473,142,2,768,15,8,7,538,2446,973,10,14,1,16,6,592,18,0,3,1,0.3,0.1,0.0,0.0,26.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2
532,Yoane Wissa,COD,FW,Brentford,1996,14.3,12,6,5,4,3,1,16,15,12,5,7,8,20,6,0,27,1.89,16,0,2,4,4,1,4,0.28,3,0,0,1,0,0,0,0,0,8,22,7,11,8,6,0,0,0,58,20,31,188,286,65.7,2465,593,121,164,50,70,7,17,1,0.9,1.0,0.1,9,13,10,1,29,419,12,57,175,195,47,419,30,19,11,241,1217,557,19,12,6,34,6,284,84,7,32,13,2.24,0.91,0.22,0.54,16.4,0,0,0,3.1,3.1,0.1,3.9,3.9,2
533,Chris Wood,NZL,FW,Burnley,1991,15.2,7,5,0,3,4,3,10,7,13,4,9,0,7,3,0,21,1.38,17,0,0,2,2,0,2,0.13,2,0,0,0,0,0,1,0,0,14,7,16,5,0,5,0,0,0,23,92,91,178,310,57.4,2190,520,124,203,37,63,4,6,0,0.5,0.4,-0.5,9,27,4,0,23,431,7,19,196,217,46,431,8,4,4,172,489,164,5,2,2,40,12,342,69,3,30,11,1.98,0.72,0.1,0.27,12.7,0,0,0,4.2,4.2,0.14,-1.2,-1.2,2
534,Chris Wood,NZL,FW,Newcastle Utd,1991,14.7,2,0,1,1,0,1,2,1,5,2,3,2,4,9,0,25,1.7,18,0,2,2,3,0,2,0.14,1,0,0,0,1,0,0,0,0,19,10,10,2,2,0,1,0,0,23,112,100,169,327,51.7,1958,472,126,207,26,65,6,10,0,1.1,0.5,-1.1,10,18,2,0,18,461,14,41,243,178,49,460,10,2,8,193,559,144,5,7,1,44,8,356,60,2,20,6,1.36,0.41,0.05,0.17,12.0,0,1,1,3.1,2.3,0.12,-1.1,-1.3,2
535,Freddie Woodman,ENG,GK,Newcastle Utd,1997,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,74,120,61.7,2295,1690,14,14,33,33,27,71,0,0.0,0.0,0.0,0,5,0,0,0,128,114,128,0,0,0,128,0,0,0,65,417,198,0,0,0,0,0,48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
537,Andriy Yarmolenko,UKR,FW|MF,West Ham,1989,3.5,4,2,2,2,0,2,8,6,4,2,2,0,4,2,0,9,2.56,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,4,3,8,0,2,0,0,0,5,5,8,80,109,73.4,1285,237,40,52,31,36,6,9,0,0.3,0.3,-0.3,4,3,4,1,12,147,6,23,48,76,19,147,8,3,5,92,529,271,12,3,8,4,1,117,28,1,11,5,3.13,1.42,0.09,0.2,15.2,0,0,0,0.8,0.8,0.07,0.2,0.2,2
538,Ashley Young,ENG,DF|FW,Aston Villa,1985,13.9,18,6,9,6,3,11,16,5,10,4,6,13,31,25,1,31,2.24,20,6,2,1,2,0,4,0.29,2,1,1,0,0,0,2,0,0,16,32,1,44,13,6,0,0,1,66,6,15,492,645,76.3,7689,2712,282,314,155,204,38,78,2,1.0,0.4,1.0,13,48,10,3,45,756,37,207,349,214,14,756,16,9,7,428,2105,1080,27,16,7,11,3,471,57,0,10,3,0.72,0.22,0.0,0.0,21.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,2
541,Christoph Zimmermann,GER,DF,Norwich City,1993,1.7,6,3,5,1,0,3,4,1,0,0,0,1,7,4,0,1,0.57,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,0,0,0,11,2,0,46,63,73.0,817,404,15,19,23,27,5,12,0,0.0,0.0,0.0,0,3,1,0,4,77,10,39,35,3,1,77,1,1,0,47,336,165,1,0,0,0,0,46,0,0,2,1,1.15,0.57,0.0,0.0,21.6,0,0,0,0.0,0.0,0.02,0.0,0.0,2
