,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
118,Rúben Dias,POR,DF,Manchester City,1997,26.7,26,19,11,12,3,8,15,7,19,13,6,23,49,66,0,36,1.35,31,0,0,4,0,1,7,0.26,5,0,0,2,0,0,5,0,0,27,9,2,3,23,19,0,0,0,108,50,37,2133,2287,93.3,40019,12614,742,786,1201,1248,173,218,4,3.2,1.9,0.8,15,209,3,0,139,2471,151,777,1606,92,33,2471,4,2,2,1715,9468,6448,33,17,0,9,3,1977,4,2,18,3,0.67,0.11,0.11,0.67,11.8,0,0,0,2.7,2.7,0.15,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Luis Díaz,COL,FW,Liverpool,1997,10.6,9,7,3,5,1,2,8,6,7,0,7,4,13,2,0,60,5.64,41,0,11,6,1,1,4,0.38,3,0,0,1,0,0,0,0,0,14,14,3,14,4,7,0,0,0,54,15,16,392,455,86.2,5406,1093,240,264,116,133,22,25,3,2.6,1.5,0.4,20,14,22,4,38,595,4,32,219,349,77,595,49,31,18,399,2712,1293,53,22,31,27,26,476,127,4,38,13,3.57,1.22,0.11,0.31,16.7,0,0,0,3.6,3.6,0.09,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Eric Dier,ENG,DF,Tottenham,1994,34.1,15,9,6,8,1,7,14,7,37,32,5,27,42,142,1,30,0.88,25,0,0,4,0,1,5,0.15,3,0,0,2,0,0,1,0,0,12,9,0,1,27,9,0,0,1,131,70,54,2056,2341,87.8,39774,16697,680,719,1138,1216,211,351,0,1.1,1.1,-1.1,7,98,9,1,103,2610,421,1452,1111,57,23,2610,2,1,1,1737,9384,5011,13,13,3,5,2,1971,6,0,13,4,0.38,0.12,0.0,0.0,14.4,4,0,0,1.2,1.2,0.09,-1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Lucas Digne,FRA,DF,Aston Villa,1993,14.1,13,10,8,3,2,9,19,10,15,8,7,23,36,40,0,53,3.75,37,14,1,0,1,0,8,0.57,5,2,0,0,1,0,2,0,0,18,16,3,101,23,10,0,0,0,77,23,20,629,838,75.1,9033,3799,389,436,189,251,35,104,4,2.2,1.7,1.8,30,33,24,14,48,978,63,285,332,369,21,978,13,3,10,495,2252,1148,34,28,3,13,13,544,121,0,9,2,0.64,0.14,0.0,0.0,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Lucas Digne,FRA,DF,Everton,1993,13.0,33,19,26,4,3,21,28,7,16,5,11,14,47,30,0,35,2.69,23,9,2,0,1,0,0,0.0,0,0,0,0,0,0,4,0,0,15,9,0,71,14,19,0,0,1,83,24,16,497,702,70.8,7850,3856,271,312,171,235,40,97,0,1.4,1.2,-1.4,22,41,9,4,49,829,44,277,305,258,15,829,17,8,9,356,2006,936,25,16,1,9,6,389,47,0,9,1,0.69,0.08,0.0,0.0,22.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Issa Diop,FRA,DF,West Ham,1997,10.7,10,8,5,5,0,4,11,7,14,13,1,7,17,44,0,2,0.19,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,0,0,0,5,5,1,0,7,8,0,0,0,55,16,17,407,478,85.1,6741,2822,166,181,203,225,21,49,1,0.4,0.6,0.6,1,15,0,0,14,572,81,312,254,11,7,572,0,0,0,311,1630,859,4,0,0,2,1,353,1,0,2,2,0.19,0.19,0.0,0.0,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Moussa Djenepo,MLI,MF,Southampton,1998,5.1,9,3,3,5,1,3,11,8,6,1,5,2,11,6,1,18,3.54,15,0,1,1,1,0,1,0.2,1,0,0,0,0,0,3,0,0,9,10,0,6,2,3,0,0,0,28,1,9,109,147,74.1,1480,513,58,68,39,51,4,10,0,0.3,0.5,-0.3,6,10,9,2,18,246,7,32,93,123,26,246,29,12,17,155,1221,522,20,8,13,23,9,150,30,0,11,1,2.17,0.2,0.0,0.0,16.3,0,0,0,1.5,1.5,0.13,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Lewis Dobbin,ENG,FW|MF,Everton,2003,0.4,2,1,0,1,1,1,2,1,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,5,8,62.5,92,22,3,3,0,2,2,3,0,0.0,0.0,0.0,0,2,0,0,1,13,0,1,7,5,2,13,1,0,1,10,75,41,1,0,2,1,1,8,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Matt Doherty,IRL,DF,Tottenham,1992,9.7,18,12,5,11,2,8,14,6,11,2,9,13,31,20,0,30,3.09,24,0,1,5,0,0,4,0.41,4,0,0,0,0,0,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,437,533,82.0,6693,1596,252,286,145,175,32,45,4,2.0,1.4,2.0,15,13,10,4,24,644,35,183,260,204,32,644,10,6,4,382,2090,1017,29,16,9,17,6,420,80,2,16,6,1.65,0.62,0.13,0.33,14.1,0,0,0,2.5,2.5,0.16,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Gabriel Dos Santos,BRA,DF,Arsenal,1997,34.0,50,30,36,12,2,30,41,11,34,26,8,13,63,112,4,22,0.65,19,0,0,2,0,1,1,0.03,1,0,0,0,0,0,8,1,1,23,38,1,1,13,30,0,0,0,178,55,39,1828,2049,89.2,34814,11568,602,634,1069,1129,144,248,0,0.7,0.6,-0.7,9,126,2,0,110,2343,312,1150,1106,100,47,2343,4,4,0,1554,8318,5214,12,14,1,18,5,1700,9,5,29,12,0.85,0.35,0.17,0.42,11.2,0,0,0,3.2,3.2,0.11,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Abdoulaye Doucouré,MLI,MF,Everton,1993,28.2,75,43,30,37,8,32,71,39,33,8,25,28,103,32,0,57,2.02,50,0,3,3,0,1,7,0.25,5,0,1,1,0,0,6,0,0,39,16,1,11,28,43,0,0,0,213,35,37,864,1097,78.8,12771,3058,490,581,296,351,45,72,4,2.0,1.3,2.0,19,81,19,0,113,1390,63,329,745,339,44,1390,41,21,20,694,3500,1770,33,28,6,43,22,764,54,2,34,11,1.21,0.39,0.06,0.18,17.9,0,0,0,2.2,2.2,0.06,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Kieran Dowell,ENG,FW|MF,Norwich City,1997,10.1,18,7,8,7,3,9,32,23,10,1,9,7,25,4,0,26,2.57,19,7,0,0,0,0,1,0.1,1,0,0,0,0,0,0,0,0,19,4,0,38,7,7,0,0,0,37,8,28,223,334,66.8,3517,1068,123,157,69,89,19,53,1,1.5,1.0,-0.5,16,21,9,3,31,415,6,60,171,189,13,415,14,7,7,218,1086,437,14,8,3,13,15,284,49,1,8,2,0.79,0.2,0.13,0.5,20.8,3,0,0,1.1,1.1,0.13,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Cody Drameh,ENG,DF|MF,Leeds United,2001,1.4,4,2,3,1,0,1,3,2,0,0,0,1,5,4,0,2,1.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,62,82,75.6,826,362,29,38,24,26,2,4,0,0.0,0.0,0.0,1,4,2,1,6,101,4,40,42,19,2,101,4,2,2,37,216,78,3,2,0,5,0,45,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Martin Dúbravka,SVK,GK,Newcastle Utd,1989,26.0,1,1,1,0,0,0,1,1,0,0,0,0,1,8,2,3,0.12,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,19,4,1,534,846,63.1,18819,14800,62,62,228,233,242,544,0,0.0,0.0,0.0,2,13,0,0,0,895,688,887,9,0,0,895,0,0,0,462,2679,1338,0,0,0,0,0,324,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.0,1.35,106.0,72.0,67.9,13.0,4.0,9.0,8.0,30.8,1.0,1.0,0.0,0.0,35.0,1.0,0.0,7.0,1.0,34.0,0.32,0.0,0.0,207.0,497.0,41.6,605.0,88.0,46.3,37.0,236.0,91.9,60.5,360.0,22.0,6.1,14.0,0.54,11.9
132,Shane Duffy,IRL,DF,Brighton,1992,16.0,15,12,12,3,0,8,14,6,24,18,6,16,31,76,1,9,0.56,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0,7,0,0,15,5,1,1,16,12,0,0,0,68,65,26,906,1039,87.2,18829,5992,249,277,535,572,117,177,0,0.2,0.2,-0.2,4,50,1,0,41,1218,189,678,492,52,31,1218,1,1,0,627,2379,1312,3,7,0,7,0,851,3,1,22,5,1.38,0.31,0.05,0.2,11.3,0,0,0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Paul Dummett,WAL,DF,Newcastle Utd,1991,2.2,7,3,3,4,0,5,8,3,5,0,5,3,10,5,0,1,0.45,1,0,0,0,0,0,1,0.45,1,0,0,0,0,0,2,0,0,3,3,0,3,3,3,0,0,0,5,5,2,51,73,69.9,771,363,31,36,17,26,3,10,0,0.0,0.0,0.0,0,3,0,0,5,96,9,33,51,12,0,96,0,0,0,33,128,36,0,1,0,1,0,37,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Lewis Dunk,ENG,DF,Brighton,1991,28.6,10,8,5,5,0,5,11,6,32,28,4,27,37,113,3,20,0.7,16,1,0,3,0,0,3,0.1,2,1,0,0,0,0,3,1,0,9,4,0,3,27,8,0,0,0,170,81,37,1726,1958,88.2,35875,11690,467,508,1019,1077,228,338,0,0.4,0.4,-0.4,3,87,4,1,83,2197,281,1180,949,76,37,2197,4,4,0,1306,5934,2863,14,7,2,11,3,1575,3,1,19,7,0.66,0.24,0.05,0.14,10.8,0,0,0,1.3,1.3,0.07,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Ederson,BRA,GK,Manchester City,1993,37.0,2,1,2,0,0,0,2,2,0,0,0,0,2,12,0,2,0.05,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,3,0,0,1,4,0,0,0,1,0,1,0,43,10,3,1016,1128,90.1,22789,14725,280,280,519,523,212,316,0,0.0,0.1,0.0,0,7,1,0,3,1169,906,1159,10,0,0,1169,0,0,0,795,3425,2214,0,0,0,0,0,714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.7,83.0,57.0,69.9,28.0,6.0,3.0,20.0,54.1,1.0,1.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,25.7,0.3,-0.3,-0.01,87.0,182.0,47.8,988.0,165.0,15.7,25.7,138.0,19.6,26.8,300.0,21.0,7.0,55.0,1.49,19.0
136,Odsonne Édouard,FRA,FW,Crystal Palace,1998,17.4,16,10,2,7,7,7,21,14,20,5,15,0,16,18,0,51,2.94,33,0,8,9,0,1,4,0.23,2,0,1,1,0,0,4,0,0,25,6,4,7,0,10,0,0,0,62,38,45,309,429,72.0,3784,791,210,265,75,105,5,7,3,1.9,1.6,1.1,21,24,10,0,42,679,20,71,303,316,82,678,67,30,37,381,2143,1122,42,24,16,62,27,479,109,6,39,17,2.24,0.98,0.13,0.29,13.3,0,1,1,6.4,5.6,0.14,-0.4,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Anthony Elanga,SWE,FW,Manchester Utd,2002,13.5,26,20,12,12,2,15,29,14,17,1,16,9,35,7,0,21,1.56,12,0,2,1,4,2,5,0.37,2,0,1,0,1,1,0,0,0,8,22,3,21,9,20,0,0,0,50,24,18,340,450,75.6,4282,910,229,265,71,97,12,21,2,2.4,1.2,-0.4,9,11,8,2,18,619,11,111,214,296,56,619,31,11,20,354,2063,993,32,24,10,37,15,447,114,2,21,7,1.56,0.52,0.1,0.29,15.7,0,0,0,2.6,2.6,0.12,-0.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Harvey Elliott,ENG,MF,Liverpool,2003,3.8,3,0,1,1,1,0,6,6,8,1,7,4,7,2,0,25,6.52,18,1,0,4,2,0,2,0.52,2,0,0,0,0,0,0,0,0,2,6,0,10,4,0,0,0,0,31,2,2,209,256,81.6,3057,789,121,135,68,79,11,14,0,0.6,0.4,-0.6,9,21,6,2,36,302,1,23,130,151,19,302,9,2,7,174,882,486,10,15,2,8,0,226,38,0,10,1,2.6,0.26,0.0,0.0,18.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Mohamed Elneny,EGY,MF,Arsenal,1992,9.0,16,8,10,5,1,7,12,5,7,1,6,14,30,13,0,17,1.9,15,1,0,1,0,0,3,0.33,3,0,0,0,0,0,1,0,0,5,5,0,0,14,8,0,0,0,51,6,6,528,565,93.5,8669,2398,248,263,236,242,32,39,2,0.4,0.3,1.6,9,59,2,0,43,630,33,145,391,97,3,630,1,0,1,365,1508,713,5,4,1,4,3,467,2,0,8,2,0.89,0.22,0.0,0.0,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Mohamed Elyounoussi,NOR,MF|FW,Southampton,1994,22.7,36,17,14,15,7,11,39,28,23,2,21,12,48,28,0,57,2.51,42,0,5,6,3,1,6,0.26,3,0,0,3,0,0,4,0,0,28,18,1,29,12,17,0,0,0,82,38,46,432,638,67.7,5864,1378,279,367,118,168,15,38,2,2.3,2.1,-0.3,28,39,19,3,81,933,37,133,370,443,84,933,45,28,17,485,3240,1513,59,52,13,63,38,594,124,4,43,17,1.9,0.75,0.09,0.24,14.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Emerson,BRA,DF|MF,Tottenham,1999,25.4,72,47,50,16,6,36,67,31,25,2,23,22,94,92,1,50,1.97,42,0,4,2,2,0,4,0.16,4,0,0,0,0,0,5,0,0,28,45,2,74,22,47,0,0,0,152,33,42,1170,1450,80.7,16330,4045,686,762,368,459,52,94,1,2.2,3.0,-1.2,28,32,28,14,68,1765,98,579,666,530,56,1765,34,17,17,911,4344,2277,68,28,8,27,18,1019,175,1,15,4,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Christian Eriksen,DEN,MF,Brentford,1992,10.4,13,6,4,5,4,8,17,9,9,1,8,9,22,14,0,57,5.46,26,27,1,1,1,1,7,0.67,2,5,0,0,0,0,1,0,0,5,3,0,86,9,6,0,0,0,69,5,6,478,639,74.8,9842,3756,193,210,171,215,102,179,4,3.5,2.8,0.5,30,84,17,7,82,740,18,137,374,238,12,740,16,8,8,409,1889,1044,21,16,3,18,9,475,22,1,22,8,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Oghenekaro Etebo,NGA,MF,Watford,1995,4.5,11,8,7,4,0,3,8,5,3,1,2,5,16,5,0,5,1.12,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,8,3,0,2,5,8,0,0,0,31,3,1,151,168,89.9,3035,923,50,54,79,85,21,26,0,0.1,0.2,-0.1,2,15,3,1,16,204,15,65,130,12,0,204,10,6,4,106,548,248,3,1,0,3,2,123,1,0,3,0,0.67,0.0,0.0,0.0,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Jonny Evans,NIR,DF,Leicester City,1988,15.0,24,14,14,8,2,14,22,8,17,13,4,20,44,59,0,10,0.67,8,2,0,0,0,0,2,0.13,1,1,0,0,0,0,3,0,0,15,11,0,3,20,14,0,0,0,105,48,17,846,1020,82.9,16742,6172,251,290,492,532,95,177,1,0.8,0.7,0.2,4,52,5,0,49,1147,154,632,484,38,12,1147,3,2,1,657,2803,1537,1,3,0,4,0,747,4,1,3,2,0.2,0.13,0.33,0.5,5.6,0,0,0,0.6,0.6,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Eberechi Eze,ENG,MF|FW,Crystal Palace,1998,6.7,10,6,5,2,3,6,11,5,4,1,3,5,15,1,0,24,3.57,12,8,1,1,1,1,2,0.3,1,1,0,0,0,0,1,0,0,5,12,0,27,5,6,0,0,0,38,7,13,234,304,77.0,3880,972,124,145,82,101,25,41,1,0.9,0.8,0.1,11,22,7,2,33,376,4,48,190,143,11,376,23,14,9,222,1381,662,20,16,3,20,10,262,38,1,10,1,1.49,0.15,0.1,1.0,20.8,1,0,0,0.4,0.4,0.04,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Łukasz Fabiański,POL,GK,West Ham,1985,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0.08,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,1,0,21,11,0,666,1013,65.7,20643,15735,110,111,270,274,281,622,0,0.0,0.0,0.0,0,10,0,0,0,1084,978,1081,3,0,0,1084,0,0,0,593,3722,2293,0,0,0,0,1,414,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,50.0,1.35,162.0,111.0,70.4,16.0,8.0,13.0,8.0,21.6,6.0,2.0,3.0,1.0,50.0,2.0,2.0,8.0,2.0,46.8,0.26,-1.2,-0.03,193.0,525.0,36.8,736.0,164.0,48.9,38.2,277.0,59.6,44.4,595.0,28.0,4.7,12.0,0.32,10.4
